epoch,train_loss,val_loss,val_mae,lr
1,3608.7776489257812,2104.6961669921875,41.71131134033203,0.001
2,1316.5167266845704,1050.6751220703125,25.861894607543945,0.001
3,931.2584045410156,933.3611694335938,23.38174819946289,0.001
4,850.9720306396484,882.3222412109375,22.90234375,0.001
5,763.7371337890625,816.467919921875,22.030973434448242,0.001
6,643.1321960449219,694.9536193847656,20.252151489257812,0.001
7,501.52242584228514,558.3844848632813,18.060970306396484,0.001
8,363.76495666503905,409.2166778564453,15.354978561401367,0.001
9,236.2564208984375,282.8767974853516,12.479429244995117,0.001
10,141.45285835266114,195.6130142211914,9.982393264770508,0.001
11,92.24196872711181,155.9748405456543,8.498876571655273,0.001
12,65.45897102355957,145.8940658569336,7.802181243896484,0.001
13,57.274878311157224,135.24013290405273,7.5076494216918945,0.001
14,50.35680885314942,132.88999938964844,7.342008590698242,0.001
15,45.875761890411376,131.77764434814452,7.551556587219238,0.001
16,46.47295436859131,126.65152969360352,7.0612053871154785,0.001
17,42.011650466918944,126.01310729980469,7.374320983886719,0.001
18,40.0442234992981,130.35510864257813,7.377432823181152,0.001
19,38.258086585998534,124.25032577514648,7.24574089050293,0.001
20,38.30661630630493,122.86002197265626,7.076664447784424,0.001
21,38.205319499969484,119.63203353881836,7.0022292137146,0.001
22,35.93748426437378,117.70267257690429,6.955120086669922,0.001
23,36.31801967620849,119.5644317626953,7.05064058303833,0.001
24,34.85769605636597,117.89450378417969,7.031647205352783,0.001
25,34.25859727859497,117.25744094848633,7.028937339782715,0.001
26,35.111624240875244,117.99678421020508,7.057519912719727,0.001
27,34.989414024353025,117.499951171875,7.123223304748535,0.001
28,37.508449459075926,122.2886245727539,7.309115409851074,0.001
29,35.20381937026978,116.81328048706055,7.108494758605957,0.001
30,32.79666595458984,112.92912292480469,6.885515213012695,0.001
31,32.60189180374145,112.18258590698242,6.8095197677612305,0.001
32,32.018825912475585,110.73618545532227,6.85545015335083,0.001
33,32.18554449081421,113.13374786376953,6.950684547424316,0.001
34,31.944556999206544,114.7001838684082,6.987915992736816,0.001
35,31.76339235305786,109.69821166992188,6.7979254722595215,0.001
36,31.815264320373537,111.3630241394043,6.892308235168457,0.001
37,32.813189315795896,112.35796585083008,7.07657527923584,0.001
38,33.49022073745728,114.25643157958984,7.12056303024292,0.001
39,32.17205390930176,110.0817886352539,6.792377948760986,0.001
40,32.78702354431152,116.72795181274414,7.199534893035889,0.001
41,32.66400594711304,111.27622604370117,6.964905261993408,0.001
42,31.972887420654295,112.37381515502929,6.981178283691406,0.0005
43,30.202412033081053,110.10836257934571,6.774008750915527,0.0005
44,29.853644943237306,110.95830535888672,6.936281681060791,0.0005
45,30.044285011291503,108.11251983642578,6.730588912963867,0.0005
46,30.327455520629883,109.5649185180664,6.823906421661377,0.0005
47,29.29149971008301,107.5739730834961,6.712516784667969,0.0005
48,29.43634452819824,108.99386596679688,6.792960166931152,0.0005
49,29.91898307800293,110.68479232788086,6.901142597198486,0.0005
50,29.411162090301513,107.02946548461914,6.7476396560668945,0.0005
51,29.346406173706054,108.33207244873047,6.778590679168701,0.0005
52,29.122649478912354,107.75446243286133,6.736609935760498,0.0005
53,29.053522777557372,108.3616943359375,6.805127143859863,0.0005
54,29.235223960876464,110.6527214050293,6.983587265014648,0.0005
55,30.76486129760742,109.13477020263672,6.830988883972168,0.0005
56,30.042809104919435,105.43479537963867,6.700639724731445,0.0005
57,30.65672254562378,105.89603805541992,6.668649673461914,0.0005
58,28.997873497009277,107.58728942871093,6.754002571105957,0.0005
59,28.78138256072998,107.32186431884766,6.739685535430908,0.0005
60,29.03906011581421,105.88628540039062,6.710574626922607,0.0005
61,28.8995982170105,107.38403091430663,6.735927104949951,0.0005
62,31.314256858825683,110.63506317138672,6.823163986206055,0.0005
63,29.124152755737306,104.59573059082031,6.64647102355957,0.00025
64,28.42434606552124,106.64849090576172,6.716976642608643,0.00025
65,28.186091899871826,106.35942611694335,6.7430009841918945,0.00025
66,28.054891204833986,106.43853607177735,6.703168869018555,0.00025
67,28.127042388916017,105.27807846069337,6.666082859039307,0.00025
68,28.190850830078126,105.12684860229493,6.654048442840576,0.00025
69,28.133901596069336,105.72527847290038,6.68495512008667,0.00025
70,27.89499216079712,105.57871704101562,6.682323932647705,0.000125
71,27.888491439819337,105.9006851196289,6.6730475425720215,0.000125
72,27.6167293548584,105.48574600219726,6.687745094299316,0.000125
73,27.680986404418945,105.77773971557617,6.704986572265625,0.000125
74,27.646667861938475,104.96298217773438,6.6611175537109375,0.000125
75,27.801159191131593,105.61721725463867,6.702957630157471,0.000125
76,27.572148609161378,105.42628021240235,6.665738582611084,6.25e-05
77,27.523102283477783,105.15256271362304,6.665946006774902,6.25e-05
78,27.464654064178468,105.08790588378906,6.655602931976318,6.25e-05
